Aage;353731;kk;Aage;EFET;1;;
Aage;353731;kk;Aage;ÞGFET;1;;
Aage;353731;kk;Aage;ÞFET;1;;
Aage;353731;kk;Aage;NFET;1;;
Aagot;361584;kvk;Aagotar;EFET;1;;
Aagot;361584;kvk;Aagot;ÞGFET;1;;
Aagot;361584;kvk;Aagot;ÞFET;1;;
Aagot;361584;kvk;Aagot;NFET;1;;
Aaron;511055;kk;Aarons;EFET;1;;
Aaron;511055;kk;Aaroni;ÞGFET;1;;
Aaron;511055;kk;Aaron;ÞFET;1;;
Aaron;511055;kk;Aaron;NFET;1;;
Abel;361586;kvk;Abelar;EFET;1;;
Abel;361586;kvk;Abel;ÞGFET;1;;
Abel;361586;kvk;Abel;ÞFET;1;;
Abel;361586;kvk;Abel;NFET;1;;
Abel;353732;kk;Abel;NFET;1;;
Abel;353732;kk;Abel;ÞFET;1;;
Abel;353732;kk;Abel;ÞGFET;1;;
Abel;353732;kk;Abels;EFET;1;;
Abela;361587;kvk;Abela;NFET;1;;
Abela;361587;kvk;Abelu;ÞFET;1;;
Abela;361587;kvk;Abelu;ÞGFET;1;;
Abela;361587;kvk;Abelu;EFET;1;;
Abigael;361589;kvk;Abigaelar;EFET;1;;
Abigael;361589;kvk;Abigael;ÞGFET;1;;
Abigael;361589;kvk;Abigael;ÞFET;1;;
Abigael;361589;kvk;Abigael;NFET;1;;
Abraham;353733;kk;Abraham;NFET;1;;
Abraham;353733;kk;Abraham;ÞFET;1;;
Abraham;353733;kk;Abraham;ÞGFET;1;;
Abraham;353733;kk;Abrahams;EFET;1;;
Ada;361591;kvk;Ada;NFET;1;;
Ada;361591;kvk;Ödu;ÞFET;1;;
Ada;361591;kvk;Ödu;ÞGFET;1;;
Ada;361591;kvk;Ödu;EFET;1;;
Adam;353735;kk;Adam;NFET;1;;
Adam;353735;kk;Adam;ÞFET;1;;
Adam;353735;kk;Adam;ÞGFET;1;;
Adam;353735;kk;Adams;EFET;1;;
Adda;361592;kvk;Öddu;EFET;1;;
Adda;361592;kvk;Öddu;ÞGFET;1;;
Adda;361592;kvk;Öddu;ÞFET;1;;
Adda;361592;kvk;Adda;NFET;1;;
Addi;353736;kk;Addi;NFET;1;;
Addi;353736;kk;Adda;ÞFET;1;;
Addi;353736;kk;Adda;ÞGFET;1;;
Addi;353736;kk;Adda;EFET;1;;
Addý;361593;kvk;Addý;NFET;1;;
Addý;361593;kvk;Addý;ÞFET;1;;
Addý;361593;kvk;Addý;ÞGFET;1;;
Addý;361593;kvk;Addýjar;EFET;1;;
Adel;511056;kk;Adels;EFET;1;;
Adel;511056;kk;Adel;ÞGFET;1;;
Adel;511056;kk;Adel;ÞFET;1;;
Adel;511056;kk;Adel;NFET;1;;
Adela;361594;kvk;Adela;NFET;1;;
Adela;361594;kvk;Adelu;ÞFET;1;;
Adela;361594;kvk;Adelu;ÞGFET;1;;
Adela;361594;kvk;Adelu;EFET;1;;
Adíel;353737;kk;Adíel;NFET;1;;
Adíel;353737;kk;Adíel;ÞFET;1;;
Adíel;353737;kk;Adíel;ÞGFET;1;;
Adíel;353737;kk;Adíels;EFET;1;;
Adolf;353738;kk;Adolf;NFET;1;;
Adolf;353738;kk;Adolf;ÞFET;1;;
Adolf;353738;kk;Adolf;ÞGFET;1;;
Adolf;353738;kk;Adolfs;EFET;1;;
Adólf;353740;kk;Adólf;NFET;1;;
Adólf;353740;kk;Adólf;ÞFET;1;;
Adólf;353740;kk;Adólf;ÞGFET;1;;
Adólf;353740;kk;Adólfs;EFET;1;;
Adrian;511057;kk;Adrians;EFET;1;;
Adrian;511057;kk;Adrian;ÞGFET;1;;
Adrian;511057;kk;Adrian;ÞFET;1;;
Adrian;511057;kk;Adrian;NFET;1;;
Adrían;353741;kk;Adrían;NFET;1;;
Adrían;353741;kk;Adrían;ÞFET;1;;
Adrían;353741;kk;Adrían;ÞGFET;1;;
Adrían;353741;kk;Adríans;EFET;1;;
Adríel;511058;kk;Adríels;EFET;1;;
Adríel;511058;kk;Adríel;ÞGFET;1;;
Adríel;511058;kk;Adríel;ÞFET;1;;
Adríel;511058;kk;Adríel;NFET;1;;
Aðalberg;353345;kk;Aðalberg;NFET;1;;
Aðalberg;353345;kk;Aðalberg;ÞFET;1;;
Aðalberg;353345;kk;Aðalberg;ÞGFET;1;;
Aðalberg;353345;kk;Aðalbergi;ÞGFET2;1;;
Aðalberg;353345;kk;Aðalbergs;EFET;1;;
Aðalberg;444654;hk;Aðalberg;NFET;1;;
Aðalberg;444654;hk;Aðalberg;ÞFET;1;;
Aðalberg;444654;hk;Aðalbergi;ÞGFET;1;;
Aðalberg;444654;hk;Aðalbergs;EFET;1;;
Aðalbergur;353397;kk;Aðalbergur;NFET;1;;
Aðalbergur;353397;kk;Aðalberg;ÞFET;1;;
Aðalbergur;353397;kk;Aðalbergi;ÞGFET;1;;
Aðalbergur;353397;kk;Aðalbergs;EFET;1;;
Aðalbert;511059;kk;Aðalberts;EFET;1;;
Aðalbert;511059;kk;Aðalberti;ÞGFET2;1;;
Aðalbert;511059;kk;Aðalbert;ÞGFET;1;;
Aðalbert;511059;kk;Aðalbert;ÞFET;1;;
Aðalbert;511059;kk;Aðalbert;NFET;1;;
Aðalbjörg;361037;kvk;Aðalbjörg;NFET;1;;
Aðalbjörg;361037;kvk;Aðalbjörgu;ÞFET;1;;
Aðalbjörg;361037;kvk;Aðalbjörgu;ÞGFET;1;;
Aðalbjörg;361037;kvk;Aðalbjargar;EFET;1;;
Aðalbjörg;479165;kvk;Aðalbjargar;EFET;1;;
Aðalbjörg;479165;kvk;Aðalbjörgu;ÞGFET;1;;
Aðalbjörg;479165;kvk;Aðalbjörgu;ÞFET;1;;
Aðalbjörg;479165;kvk;Aðalbjörg;NFET;1;;
Aðalbjörn;353464;kk;Aðalbjörn;NFET;1;;
Aðalbjörn;353464;kk;Aðalbjörn;ÞFET;1;;
Aðalbjörn;353464;kk;Aðalbirni;ÞGFET;1;;
Aðalbjörn;353464;kk;Aðalbjörns;EFET;1;;
Aðalbjörn;353464;kk;Aðalbjarnar;EFET2;1;;
Aðalbjört;361119;kvk;Aðalbjört;NFET;1;;
Aðalbjört;361119;kvk;Aðalbjörtu;ÞFET;1;;
Aðalbjört;361119;kvk;Aðalbjörtu;ÞGFET;1;;
Aðalbjört;361119;kvk;Aðalbjartar;EFET;1;;
Aðalborg;361146;kvk;Aðalborg;NFET;1;;
Aðalborg;361146;kvk;Aðalborgu;ÞFET;1;;
Aðalborg;361146;kvk;Aðalborgu;ÞGFET;1;;
Aðalborg;361146;kvk;Aðalborgar;EFET;1;;
Aðalborgar;353508;kk;Aðalborgar;NFET;1;;
Aðalborgar;353508;kk;Aðalborgar;ÞFET;1;;
Aðalborgar;353508;kk;Aðalborgari;ÞGFET;1;;
Aðalborgar;353508;kk;Aðalborgars;EFET;1;;
Aðaldís;361209;kvk;Aðaldís;NFET;1;;
Aðaldís;361209;kvk;Aðaldísi;ÞFET;1;;
Aðaldís;361209;kvk;Aðaldísi;ÞGFET;1;;
Aðaldís;361209;kvk;Aðaldísar;EFET;1;;
Aðalfríður;361443;kvk;Aðalfríður;NFET;1;;
Aðalfríður;361443;kvk;Aðalfríði;ÞFET;1;;
Aðalfríður;361443;kvk;Aðalfríði;ÞGFET;1;;
Aðalfríður;361443;kvk;Aðalfríðar;EFET;1;;
Aðalgeir;353610;kk;Aðalgeir;NFET;1;;
Aðalgeir;353610;kk;Aðalgeir;ÞFET;1;;
Aðalgeir;353610;kk;Aðalgeiri;ÞGFET;1;;
Aðalgeir;353610;kk;Aðalgeirs;EFET;1;;
Aðalheiður;362859;kvk;Aðalheiður;NFET;1;;
Aðalheiður;362859;kvk;Aðalheiði;ÞFET;1;;
Aðalheiður;362859;kvk;Aðalheiði;ÞGFET;1;;
Aðalheiður;362859;kvk;Aðalheiðar;EFET;1;;
Aðalmundur;355245;kk;Aðalmundur;NFET;1;;
Aðalmundur;355245;kk;Aðalmund;ÞFET;1;;
Aðalmundur;355245;kk;Aðalmundi;ÞGFET;1;;
Aðalmundur;355245;kk;Aðalmundar;EFET;1;;
Aðalráður;355340;kk;Aðalráður;NFET;1;;
Aðalráður;355340;kk;Aðalráð;ÞFET;1;;
Aðalráður;355340;kk;Aðalráði;ÞGFET;1;;
Aðalráður;355340;kk;Aðalráðs;EFET;1;;
Aðalrós;363287;kvk;Aðalrós;NFET;1;;
Aðalrós;363287;kvk;Aðalrós;ÞFET;1;;
Aðalrós;363287;kvk;Aðalrós;ÞGFET;1;;
Aðalrós;363287;kvk;Aðalrósar;EFET;1;;
Aðalsteina;363397;kvk;Aðalsteina;NFET;1;;
Aðalsteina;363397;kvk;Aðalsteinu;ÞFET;1;;
Aðalsteina;363397;kvk;Aðalsteinu;ÞGFET;1;;
Aðalsteina;363397;kvk;Aðalsteinu;EFET;1;;
Aðalsteinn;263431;kk;Aðalsteinn;NFET;1;;
Aðalsteinn;263431;kk;Aðalstein;ÞFET;1;;
Aðalsteinn;263431;kk;Aðalsteini;ÞGFET;1;;
Aðalsteinn;263431;kk;Aðalsteins;EFET;1;;
Aðalsteinn;355384;kk;Aðalsteinn;NFET;1;;
Aðalsteinn;355384;kk;Aðalstein;ÞFET;1;;
Aðalsteinn;355384;kk;Aðalsteini;ÞGFET;1;;
Aðalsteinn;355384;kk;Aðalsteins;EFET;1;;
Aðalsteinunn;363407;kvk;Aðalsteinunn;NFET;1;;
Aðalsteinunn;363407;kvk;Aðalsteinunni;ÞFET;1;;
Aðalsteinunn;363407;kvk;Aðalsteinunni;ÞGFET;1;;
Aðalsteinunn;363407;kvk;Aðalsteinunnar;EFET;1;;
Aðalveig;363429;kvk;Aðalveig;NFET;1;;
Aðalveig;363429;kvk;Aðalveigu;ÞFET;1;;
Aðalveig;363429;kvk;Aðalveigu;ÞGFET;1;;
Aðalveig;363429;kvk;Aðalveigar;EFET;1;;
Aðalvíkingur;511060;kk;Aðalvíkings;EFET;1;;
Aðalvíkingur;511060;kk;Aðalvíkingi;ÞGFET;1;;
Aðalvíkingur;511060;kk;Aðalvíking;ÞFET;1;;
Aðalvíkingur;511060;kk;Aðalvíkingur;NFET;1;;
Aðólf;511061;kk;Aðólfs;EFET;1;;
Aðólf;511061;kk;Aðólf;ÞGFET;1;;
Aðólf;511061;kk;Aðólf;ÞFET;1;;
Aðólf;511061;kk;Aðólf;NFET;1;;
Agata;361596;kvk;Agötu;EFET;1;;
Agata;361596;kvk;Agötu;ÞGFET;1;;
Agata;361596;kvk;Agötu;ÞFET;1;;
Agata;361596;kvk;Agata;NFET;1;;
Agatha;361597;kvk;Agöthu;EFET;1;;
Agatha;361597;kvk;Agöthu;ÞGFET;1;;
Agatha;361597;kvk;Agöthu;ÞFET;1;;
Agatha;361597;kvk;Agatha;NFET;1;;
Agða;361598;kvk;Agða;NFET;1;;
Agða;361598;kvk;Ögðu;ÞFET;1;;
Agða;361598;kvk;Ögðu;ÞGFET;1;;
Agða;361598;kvk;Ögðu;EFET;1;;
Agla;361600;kvk;Agla;NFET;1;;
Agla;361600;kvk;Öglu;ÞFET;1;;
Agla;361600;kvk;Öglu;ÞGFET;1;;
Agla;361600;kvk;Öglu;EFET;1;;
Agnar;353744;kk;Agnar;NFET;1;;
Agnar;353744;kk;Agnar;ÞFET;1;;
Agnar;353744;kk;Agnari;ÞGFET;1;;
Agnar;353744;kk;Agnars;EFET;1;;
Agnea;361602;kvk;Agnea;NFET;1;;
Agnea;361602;kvk;Agneu;ÞFET;1;;
Agnea;361602;kvk;Agneu;ÞGFET;1;;
Agnea;361602;kvk;Agneu;EFET;1;;
Agnes;361603;kvk;Agnes;NFET;1;;
Agnes;361603;kvk;Agnesi;ÞFET;1;;
Agnes;361603;kvk;Agnesi;ÞGFET;1;;
Agnes;361603;kvk;Agnesar;EFET;1;;
Agneta;361604;kvk;Agneta;NFET;1;;
Agneta;361604;kvk;Agnetu;ÞFET;1;;
Agneta;361604;kvk;Agnetu;ÞGFET;1;;
Agneta;361604;kvk;Agnetu;EFET;1;;
Agni;353745;kk;Agni;NFET;1;;
Agni;353745;kk;Agna;ÞFET;1;;
Agni;353745;kk;Agna;ÞGFET;1;;
Agni;353745;kk;Agna;EFET;1;;
Alan;353748;kk;Alan;NFET;1;;
Alan;353748;kk;Alan;ÞFET;1;;
Alan;353748;kk;Alan;ÞGFET;1;;
Alan;353748;kk;Alani;ÞGFET2;1;;
Alan;353748;kk;Alans;EFET;1;;
Alba;361605;kvk;Alba;NFET;1;;
Alba;361605;kvk;Ölbu;ÞFET;1;;
Alba;361605;kvk;Ölbu;ÞGFET;1;;
Alba;361605;kvk;Ölbu;EFET;1;;
Albert;353420;kk;Albert;NFET;1;;
Albert;353420;kk;Albert;ÞFET;1;;
Albert;353420;kk;Albert;ÞGFET;1;;
Albert;353420;kk;Alberti;ÞGFET2;1;;
Albert;353420;kk;Alberts;EFET;1;;
Alberta;361606;kvk;Alberta;NFET;1;;
Alberta;361606;kvk;Albertu;ÞFET;1;;
Alberta;361606;kvk;Albertu;ÞGFET;1;;
Alberta;361606;kvk;Albertu;EFET;1;;
Albína;361608;kvk;Albína;NFET;1;;
Albína;361608;kvk;Albínu;ÞFET;1;;
Albína;361608;kvk;Albínu;ÞGFET;1;;
Albína;361608;kvk;Albínu;EFET;1;;
Alda;361609;kvk;Alda;NFET;1;;
Alda;361609;kvk;Öldu;ÞFET;1;;
Alda;361609;kvk;Öldu;ÞGFET;1;;
Alda;361609;kvk;Öldu;EFET;1;;
Alda;458223;kvk;Alda;NFET;1;;
Alda;458223;kvk;Öldu;ÞFET;1;;
Alda;458223;kvk;Öldu;ÞGFET;1;;
Alda;458223;kvk;Öldu;EFET;1;;
Aldan;291155;kvk;Aldan;NFETgr;1;;
Aldan;291155;kvk;Ölduna;ÞFETgr;1;;
Aldan;291155;kvk;Öldunni;ÞGFETgr;1;;
Aldan;291155;kvk;Öldunnar;EFETgr;1;;
Aldar;353750;kk;Aldar;NFET;1;;
Aldar;353750;kk;Aldar;ÞFET;1;;
Aldar;353750;kk;Aldari;ÞGFET;1;;
Aldar;353750;kk;Aldars;EFET;1;;
Aldey;455889;kvk;Aldey;NFET;1;;
Aldey;455889;kvk;Aldey;ÞFET;1;;
Aldey;455889;kvk;Aldey;ÞGFET;1;;
Aldey;455889;kvk;Aldeyjar;EFET;1;;
Aldey;518147;kvk;Aldeyjar;EFET;1;;
Aldey;518147;kvk;Aldeyju;ÞGFET;1;;
Aldey;518147;kvk;Aldeyju;ÞFET;1;;
Aldey;518147;kvk;Aldey;NFET;1;;
Aldís;361210;kvk;Aldís;NFET;1;;
Aldís;361210;kvk;Aldísi;ÞFET;1;;
Aldís;361210;kvk;Aldísi;ÞGFET;1;;
Aldís;361210;kvk;Aldísar;EFET;1;;
Aldís;453221;kvk;Aldís;NFET;1;;
Aldís;453221;kvk;Aldís;ÞFET;1;;
Aldís;453221;kvk;Aldís;ÞGFET;1;;
Aldís;453221;kvk;Aldísar;EFET;1;;
Aldný;363196;kvk;Aldnýjar;EFET;1;;
Aldný;363196;kvk;Aldnýju;ÞGFET;1;;
Aldný;363196;kvk;Aldnýju;ÞFET;1;;
Aldný;363196;kvk;Aldný;NFET;1;;
Alex;353751;kk;Alex;NFET;1;;
Alex;353751;kk;Alex;ÞFET;1;;
Alex;353751;kk;Alex;ÞGFET;1;;
Alex;353751;kk;Alex;EFET;1;;
Alexander;353752;kk;Alexander;NFET;1;;
Alexander;353752;kk;Alexander;ÞFET;1;;
Alexander;353752;kk;Alexander;ÞGFET;1;;
Alexander;353752;kk;Alexanders;EFET;1;;
Alexandra;361612;kvk;Alexöndru;EFET;1;;
Alexandra;361612;kvk;Alexöndru;ÞGFET;1;;
Alexandra;361612;kvk;Alexöndru;ÞFET;1;;
Alexandra;361612;kvk;Alexandra;NFET;1;;
Alexandría;496495;kvk;Alexandría;NFET;1;;
Alexandría;496495;kvk;Alexandríu;ÞFET;1;;
Alexandría;496495;kvk;Alexandríu;ÞGFET;1;;
Alexandría;496495;kvk;Alexandríu;EFET;1;;
Alexandría;361613;kvk;Alexandría;NFET;1;;
Alexandría;361613;kvk;Alexandríu;ÞFET;1;;
Alexandría;361613;kvk;Alexandríu;ÞGFET;1;;
Alexandría;361613;kvk;Alexandríu;EFET;1;;
Alexía;361615;kvk;Alexía;NFET;1;;
Alexía;361615;kvk;Alexíu;ÞFET;1;;
Alexía;361615;kvk;Alexíu;ÞGFET;1;;
Alexía;361615;kvk;Alexíu;EFET;1;;
Alexíus;353754;kk;Alexíus;NFET;1;;
Alexíus;353754;kk;Alexíus;ÞFET;1;;
Alexíus;353754;kk;Alexíusi;ÞGFET;1;;
Alexíus;353754;kk;Alexíusar;EFET;1;;
Alfa;361617;kvk;Alfa;NFET;1;;
Alfa;361617;kvk;Ölfu;ÞFET;1;;
Alfa;361617;kvk;Ölfu;ÞGFET;1;;
Alfa;361617;kvk;Ölfu;EFET;1;;
Alfífa;361618;kvk;Alfífa;NFET;1;;
Alfífa;361618;kvk;Alfífu;ÞFET;1;;
Alfífa;361618;kvk;Alfífu;ÞGFET;1;;
Alfífa;361618;kvk;Alfífu;EFET;1;;
Alfons;479220;kk;Alfons;NFET;1;;
Alfons;479220;kk;Alfons;ÞFET;1;;
Alfons;479220;kk;Alfons;ÞGFET;1;;
Alfons;479220;kk;Alfonsi;ÞGFET2;1;;
Alfons;479220;kk;Alfonsar;EFET;1;;
Alfred;353569;kk;Alfred;NFET;1;;
Alfred;353569;kk;Alfred;ÞFET;1;;
Alfred;353569;kk;Alfred;ÞGFET;1;;
Alfred;353569;kk;Alfreds;EFET;1;;
Alfreð;353574;kk;Alfreð;NFET;1;;
Alfreð;353574;kk;Alfreð;ÞFET;1;;
Alfreð;353574;kk;Alfreð;ÞGFET;1;;
Alfreð;353574;kk;Alfreðs;EFET;1;;
Alice;361621;kvk;Alice;EFET;1;;
Alice;361621;kvk;Alice;ÞGFET;1;;
Alice;361621;kvk;Alice;ÞFET;1;;
Alice;361621;kvk;Alice;NFET;1;;
Alída;361622;kvk;Alída;NFET;1;;
Alída;361622;kvk;Alídu;ÞFET;1;;
Alída;361622;kvk;Alídu;ÞGFET;1;;
Alída;361622;kvk;Alídu;EFET;1;;
Alís;361623;kvk;Alís;NFET;1;;
Alís;361623;kvk;Alísi;ÞFET;1;;
Alís;361623;kvk;Alísi;ÞGFET;1;;
Alís;361623;kvk;Alísar;EFET;1;;
Alísa;361624;kvk;Alísa;NFET;1;;
Alísa;361624;kvk;Alísu;ÞFET;1;;
Alísa;361624;kvk;Alísu;ÞGFET;1;;
Alísa;361624;kvk;Alísu;EFET;1;;
Alla;361625;kvk;Alla;NFET;1;;
Alla;361625;kvk;Öllu;ÞFET;1;;
Alla;361625;kvk;Öllu;ÞGFET;1;;
Alla;361625;kvk;Öllu;EFET;1;;
Allan;353755;kk;Allan;NFET;1;;
Allan;353755;kk;Allan;ÞFET;1;;
Allan;353755;kk;Allan;ÞGFET;1;;
Allan;353755;kk;Allani;ÞGFET2;1;;
Allan;353755;kk;Allans;EFET;1;;
Alli;353757;kk;Alli;NFET;1;;
Alli;353757;kk;Alla;ÞFET;1;;
Alli;353757;kk;Alla;ÞGFET;1;;
Alli;353757;kk;Alla;EFET;1;;
Allý;361627;kvk;Allý;NFET;1;;
Allý;361627;kvk;Allý;ÞFET;1;;
Allý;361627;kvk;Allý;ÞGFET;1;;
Allý;361627;kvk;Allýjar;EFET;1;;
Alma;361628;kvk;Alma;NFET;1;;
Alma;361628;kvk;Ölmu;ÞFET;1;;
Alma;361628;kvk;Ölmu;ÞGFET;1;;
Alma;361628;kvk;Ölmu;EFET;1;;
Almar;353758;kk;Almars;EFET;1;;
Almar;353758;kk;Almar;NFET;1;;
Almar;353758;kk;Almar;ÞFET;1;;
Almar;353758;kk;Almari;ÞGFET;1;;
Alrekur;355346;kk;Alrekur;NFET;1;;
Alrekur;355346;kk;Alrek;ÞFET;1;;
Alrekur;355346;kk;Alreki;ÞGFET;1;;
Alrekur;355346;kk;Alreks;EFET;1;;
Alrún;363328;kvk;Alrún;NFET;1;;
Alrún;363328;kvk;Alrúnu;ÞFET;1;;
Alrún;363328;kvk;Alrúnu;ÞGFET;1;;
Alrún;363328;kvk;Alrúnar;EFET;1;;
Alrún;453230;kvk;Alrún;NFET;1;;
Alrún;453230;kvk;Alrún;ÞFET;1;;
Alrún;453230;kvk;Alrún;ÞGFET;1;;
Alrún;453230;kvk;Alrúnar;EFET;1;;
Alvar;353760;kk;Alvar;NFET;1;;
Alvar;353760;kk;Alvar;ÞFET;1;;
Alvar;353760;kk;Alvari;ÞGFET;1;;
Alvar;353760;kk;Alvars;EFET;1;;
Alvilda;361629;kvk;Alvildu;EFET;1;;
Alvilda;361629;kvk;Alvildu;ÞGFET;1;;
Alvilda;361629;kvk;Alvildu;ÞFET;1;;
Alvilda;361629;kvk;Alvilda;NFET;1;;
Alvin;353761;kk;Alvins;EFET;1;;
Alvin;353761;kk;Alvini;ÞGFET2;1;;
Alvin;353761;kk;Alvin;ÞGFET;1;;
Alvin;353761;kk;Alvin;ÞFET;1;;
Alvin;353761;kk;Alvin;NFET;1;;
Amalía;361630;kvk;Amalía;NFET;1;;
Amalía;361630;kvk;Amalíu;ÞFET;1;;
Amalía;361630;kvk;Amalíu;ÞGFET;1;;
Amalía;361630;kvk;Amalíu;EFET;1;;
Amanda;361631;kvk;Amanda;NFET;1;;
